,tconst,title,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes
18103,tt1489889,Agents presque secrets,0,2016,107,"Action,Comedy,Crime",6.3,182256
18104,tt1490017,La grande aventure Lego,0,2014,100,"Action,Adventure,Animation",7.7,344098
18105,tt1490785,I Saw the Light,0,2015,123,"Biography,Drama,Music",5.8,7219
18106,tt1491044,The Iceman,0,2012,106,"Biography,Crime,Drama",6.8,74203
18107,tt14923008,Crush,0,2022,92,Thriller,5.1,1730
18108,tt14923112,Methagu,0,2021,100,"Biography,History",9.7,8668
18109,tt1492705,Happy Birthday,0,2017,94,"Comedy,Drama,Romance",5.2,1558
18110,tt1493886,The Wild Hunt,0,2009,96,"Drama,Thriller",6.3,1955
18111,tt1495823,Liberté,0,2009,111,"Drama,War",7.2,1322
18112,tt1496005,L'arbre,0,2010,100,"Drama,Romance",6.5,4557
18113,tt1496025,Underworld: Nouvelle Ère,0,2012,88,"Action,Fantasy,Horror",6.3,152551
18114,tt1496422,Paperboy,0,2012,107,"Crime,Drama,Mystery",5.7,37490
18115,tt1498569,Restless,0,2011,91,"Drama,Romance",6.7,17821
18116,tt1498858,Ocean Heaven,0,2010,96,Drama,7.5,2561
18117,tt1498887,Women without men,0,2009,89,Drama,6.3,2547
18118,tt1499228,Les galériennes,0,2009,82,Drama,5.4,2129
18119,tt14992922,L'Arnaqueur de Tinder,0,2022,114,"Crime,Documentary",7.2,53057
18120,tt1499658,Comment tuer son boss?,0,2011,98,"Comedy,Crime",6.9,440921
18121,tt1499666,Des nouilles aux haricots noirs,0,2009,116,"Comedy,Drama,Romance",8.0,17980
18122,tt15000314,Green Snake,0,2021,131,"Action,Adventure,Animation",6.8,2079
18123,tt1500512,Soldat Roméo,0,2011,94,"Drama,Romance",6.0,2303
18124,tt1500516,Videocracy,0,2009,85,Documentary,6.5,1862
18125,tt15010478,11 septembre: dans la cellule de crise du Président,0,2021,90,"Documentary,History",7.5,2714
18126,tt1502397,Bad Boys for Life,0,2020,124,"Action,Comedy,Crime",6.5,154262
18127,tt1502404,Hell Driver,0,2011,104,"Action,Fantasy,Thriller",5.4,97927
18128,tt1502407,Halloween,0,2018,106,"Crime,Horror,Thriller",6.5,144541
18129,tt1502417,Assassins Run,0,2013,88,"Action,Crime,Thriller",4.3,1550
18130,tt1502712,Les 4 Fantastiques,0,2015,100,"Action,Adventure,Sci-Fi",4.3,162725
18131,tt1503096,Camping 2,0,2010,99,Comedy,4.3,1331
18132,tt15033192,Contrecoups,0,2022,92,"Crime,Drama,Thriller",5.7,13862
18133,tt15036416,Shiny_Flakes: Le petit baron du darknet,0,2021,96,"Biography,Crime,Documentary",7.3,4385
18134,tt1504320,Le discours d'un roi,0,2010,118,"Biography,Drama,History",8.0,668683
18135,tt1504429,Le refuge,0,2009,88,Drama,6.4,2828
18136,tt1506999,Piégée,0,2011,93,"Action,Drama,Thriller",5.8,86503
18137,tt1507563,Dark Tide,0,2012,114,"Action,Adventure,Drama",4.3,8866
18138,tt15078854,Bangarraju,0,2022,150,Drama,6.4,1581
18139,tt1508290,Le Soldat Dieu,0,2010,85,"Drama,History,War",6.7,1113
18140,tt15085784,Dennis Nilsen: Mémoires d'un meurtrier,0,2021,84,"Biography,Crime,Documentary",6.3,2988
18141,tt1508675,Le Havre,0,2011,93,"Comedy,Drama",7.2,21607
18142,tt15090124,Mad God,0,2021,83,"Animation,Fantasy,Horror",7.0,1037
18143,tt1509636,La nostra vita,0,2010,98,Drama,6.7,2261
18144,tt15097216,Jai Bhim,0,2021,164,"Crime,Drama,Mystery",9.4,184342
18145,tt1509767,Les Trois Mousquetaires,0,2011,110,"Action,Adventure,Fantasy",5.7,107168
18146,tt1509788,Ass Backwards,0,2013,85,"Adventure,Comedy",4.2,2356
18147,tt15101956,L'Envers du sport: Hockey sur liasses,0,2021,85,"Crime,Documentary,Sport",7.4,3159
18148,tt1510906,Troisième étoile à droite,0,2010,92,Drama,7.3,7188
18149,tt1510918,Himlen är oskyldigt blå,0,2010,110,Drama,6.6,3655
18150,tt15115280,Sundown,0,2021,82,Drama,6.6,1379
18151,tt15119668,The Falls,0,2021,129,Drama,7.1,1309
18152,tt1512201,Le dernier train,0,2009,85,"Documentary,Drama",7.6,3577
18153,tt1512235,Super,0,2010,96,"Action,Comedy,Crime",6.7,79162
18154,tt1512240,Thin Ice,0,2011,93,"Comedy,Crime,Drama",6.2,5025
18155,tt1512685,Les Yeux de Julia,0,2010,118,"Horror,Mystery,Thriller",6.7,34966
18156,tt1514837,Tribulations d'une amoureuse sous Staline,0,2009,99,"Comedy,Drama,Romance",7.1,2167
18157,tt1515091,Sherlock Holmes: Jeu d'ombres,0,2011,129,"Action,Adventure,Mystery",7.4,443989
18158,tt1515199,Fertile Ground,0,2011,95,Horror,4.5,3055
18159,tt1516002,Esprit de famille,0,2010,93,"Comedy,Drama",6.3,1789
18161,tt1517177,Drei,0,2010,119,"Comedy,Drama,Romance",6.7,5176
18162,tt1517214,Le bruit des glaçons,0,2010,87,"Comedy,Drama",6.2,2444
18163,tt1517216,Mai Mai Miracle,0,2009,93,"Adventure,Animation,Drama",6.9,1090
18164,tt1517260,Les âmes vagabondes,0,2013,125,"Action,Adventure,Drama",5.8,114121
18165,tt1517451,A Star Is Born,0,2018,136,"Drama,Music,Romance",7.6,370755
18167,tt1517471,Dough,0,2015,94,"Comedy,Drama",6.2,1843
18168,tt1518812,La dernière piste,0,2010,104,"Adventure,Drama,Thriller",6.5,13891
18169,tt1519245,Agnosia,0,2010,105,"Drama,Thriller",5.4,1453
18170,tt1519461,Zone 51,0,2015,91,"Horror,Mystery,Sci-Fi",4.2,14164
18171,tt1519663,Love's Kitchen,0,2011,93,"Comedy,Drama,Romance",5.3,3068
18172,tt15198608,Comme des proies,0,2021,87,"Adventure,Drama,Thriller",4.3,6951
18173,tt1521090,Une vie tranquille,0,2010,105,"Crime,Drama",6.8,2466
18174,tt1521197,Anonymous,0,2011,130,"Drama,Thriller",6.8,40626
18175,tt15216504,Les femmes et l'assassin,0,2021,92,"Crime,Documentary",6.4,1140
18176,tt1521848,Potiche,0,2010,103,Comedy,6.4,10775
18177,tt1523583,7 maris pour Hürmüz,0,2009,122,Comedy,6.3,5478
18178,tt1523980,Les péchés de mon père,0,2009,94,Documentary,7.2,1724
18179,tt1524131,Un catcheur au grand coeur,0,2010,100,"Comedy,Sport",5.1,2522
18180,tt1524137,Contrebande,0,2012,109,"Action,Crime,Drama",6.4,121424
18181,tt1524575,Les Dossiers Secrets du Vatican,0,2015,91,"Horror,Thriller",4.8,19931
18182,tt1524930,Vive les vacances,0,2015,99,"Adventure,Comedy",6.1,109021
18183,tt1525366,Grabbers,0,2012,94,"Action,Adventure,Comedy",6.3,18237
18184,tt1525835,Gantz au commencement,0,2010,130,"Action,Horror,Sci-Fi",6.4,7729
18185,tt1525836,Gantz: Révolution,0,2011,141,"Action,Horror,Mystery",6.2,4294
18186,tt1525890,The Caller,0,2011,92,"Horror,Thriller",6.0,10944
18187,tt1526578,"Ao, le dernier Néandertal",0,2010,84,"Adventure,History",6.3,1679
18188,tt1527186,Melancholia,0,2011,135,"Drama,Sci-Fi",7.1,178899
18189,tt1527788,The Man From Nowhere,0,2010,119,"Action,Crime,Drama",7.7,68223
18190,tt1527835,Archipelago,0,2010,114,Drama,6.3,2744
18191,tt1528071,Horns,0,2013,120,"Comedy,Crime,Drama",6.5,82536
18192,tt1528100,Exodus: Gods and Kings,0,2014,150,"Action,Adventure,Drama",6.0,166615
18193,tt1528312,Route Irish,0,2010,109,"Action,Drama,Thriller",6.4,4541
18194,tt1528313,Rien à déclarer,0,2010,108,Comedy,6.4,14203
18195,tt1528718,Rendez-vous en enfer,0,2010,98,"Action,Crime,Thriller",4.3,4262
18197,tt1528750,Happy Few,0,2010,103,Romance,5.6,1806
18198,tt1528813,The Penitent Man,0,2010,92,"Drama,Sci-Fi",6.5,8640
18199,tt1528854,Very Bad Dads,0,2015,96,"Comedy,Family",6.1,117643
18200,tt1529235,Bienvenue dans le sud,0,2010,102,Comedy,6.6,9229
18201,tt1529252,L'homme d'à côté,0,2009,110,Thriller,7.1,3446
18202,tt1529569,Soins complets,0,2010,105,"Comedy,Romance",6.5,7328
18204,tt1529572,Trust,0,2010,106,"Crime,Drama,Thriller",6.9,42258
18205,tt1531901,Byzantium,0,2012,118,"Drama,Fantasy,Horror",6.5,43348
18206,tt1531924,The Disappearance of Eleanor Rigby: Him,0,2013,89,"Drama,Romance",6.9,9779
18207,tt1532382,Shooters: joueurs d'élite,0,2009,90,"Action,Drama,Sci-Fi",5.7,1658
18208,tt1532503,Beginners,0,2010,105,"Comedy,Drama,Romance",7.2,91339
18209,tt1532958,Battle of the Year,0,2013,110,"Drama,Music",5.0,9267
18210,tt1533013,Beautiful Boy,0,2010,100,Drama,6.6,6612
18211,tt1533058,Julia X,0,2011,92,"Comedy,Horror,Thriller",4.5,2599
18212,tt1533084,The Traveler - Le Justicier des Ténèbres,0,2010,96,"Action,Crime,Thriller",4.1,4758
18213,tt1533749,Shaolin,0,2011,131,"Action,Drama",6.8,19357
18214,tt1533813,Un balcon sur la mer,0,2010,95,"Drama,Mystery,Romance",6.2,1544
18215,tt1533817,Steppin' 2,0,2010,89,"Drama,Music",4.1,2376
18216,tt1533818,L'homme qui voulait vivre sa vie,0,2010,114,"Drama,Thriller",6.6,3557
18217,tt1534084,600 kg d'or pur,0,2010,100,Adventure,4.5,1011
18219,tt1534085,Beyond the Black Rainbow,0,2010,110,"Horror,Sci-Fi,Thriller",5.9,14812
18220,tt1535101,Killing Bono,0,2011,114,"Comedy,Music",6.3,6414
18221,tt1535108,Elysium,0,2013,109,"Action,Drama,Sci-Fi",6.6,439511
18222,tt1535109,Capitaine Phillips,0,2013,134,"Action,Biography,Crime",7.8,448455
18223,tt1535432,Crave,0,2012,113,"Drama,Thriller",5.3,1155
18224,tt1535438,Tous les espoirs sont permis,0,2012,100,"Comedy,Drama,Romance",6.3,42440
18225,tt1535492,The Insider,0,2010,113,"Action,Drama,Thriller",6.7,2031
18226,tt1535495,Shooters,0,2010,118,"Action,Drama,Mystery",6.2,1498
18227,tt1535566,The Bleeding,0,2011,86,"Drama,Horror,Mystery",5.1,1728
18228,tt1535612,Un flic pour cible,0,2011,90,"Action,Crime,Drama",5.1,17088
18229,tt1535616,The Divide,0,2011,112,"Drama,Horror,Sci-Fi",5.8,36691
18230,tt1535970,Au bord du gouffre,0,2011,101,"Drama,Romance,Thriller",6.5,19424
18231,tt1536044,Paranormal Activity 2,0,2010,91,"Horror,Mystery",5.7,102998
18232,tt1536048,W.E.,0,2011,119,"Drama,History,Romance",6.2,12840
18233,tt1536410,Faces,0,2011,103,"Crime,Drama,Mystery",5.7,19225
18234,tt1536536,Rencontre en ligne,0,2010,89,Thriller,4.3,1030
18235,tt1536537,Seven Sisters,0,2017,123,"Action,Crime,Fantasy",6.9,119402
18236,tt1537401,Année bissextile,0,2010,94,"Drama,Romance",5.9,2531
18237,tt15374070,Studio 666,0,2022,106,"Comedy,Horror,Music",5.8,4128
18238,tt1537715,Abimm,0,2009,108,"Comedy,Drama",5.8,2343
18239,tt1538403,The Mortal Instruments: La Cité des ténèbres,0,2013,130,"Action,Adventure,Fantasy",5.9,131864
18240,tt15393650,Bordertown: Du sang sur les murs,0,2021,107,"Crime,Drama,Mystery",6.2,1926
18241,tt1540005,Clones: The Recreator Chronicles,0,2012,90,"Sci-Fi,Thriller",4.4,1628
18242,tt1540011,Blair Witch,0,2016,89,"Horror,Mystery,Thriller",5.0,44725
18243,tt1540128,Love Coach,0,2012,105,"Comedy,Romance,Sport",5.7,30062
18244,tt1540133,L'Irlandais,0,2011,96,"Comedy,Crime,Thriller",7.3,85623
18245,tt1540741,A Single Shot,0,2013,116,"Crime,Drama,Thriller",5.7,10935
18246,tt1541160,Hold-Up$,0,2011,87,"Comedy,Crime,Mystery",6.3,32704
18247,tt1541874,Space Time: L'ultime Odyssée,0,2011,84,"Drama,Music,Sci-Fi",5.4,8757
18249,tt1542344,127 heures,0,2010,94,"Biography,Drama",7.6,369552
18250,tt1542768,Les Mémoires d'un assassin international,0,2016,98,"Action,Comedy,Crime",5.9,22561
18251,tt1542852,Carancho,0,2010,107,"Crime,Drama,Romance",6.8,8061
18252,tt1544608,Voice from the Stone,0,2017,94,"Drama,Mystery,Thriller",5.2,11357
18253,tt1545106,Vamps,0,2012,92,"Comedy,Horror,Romance",5.2,10154
18254,tt1545304,Desperad@s,0,2020,105,"Comedy,Romance",5.2,10069
18255,tt1545315,Needle,0,2010,90,"Horror,Mystery,Thriller",4.8,2964
18257,tt1545328,Coup de filet,0,2011,89,"Comedy,Crime,Drama",5.5,2264
18258,tt1545759,À bout portant,0,2010,84,"Action,Crime,Drama",6.8,13993
18259,tt1545985,Les jours à venir,0,2010,125,"Drama,Sci-Fi",6.4,1266
18260,tt15469820,Britney Vs Spears,0,2021,93,"Biography,Documentary,Music",6.4,6644
18261,tt1547230,Judy Moody et son été pas raté,0,2011,93,"Comedy,Family",4.3,3201
18262,tt1547234,Course contre la mort,0,2012,91,"Action,Crime,Thriller",6.5,113242
18264,tt1549572,Another Earth,0,2011,92,"Drama,Romance,Sci-Fi",6.9,94764
18265,tt1549589,Elles,0,2011,99,Drama,5.6,6971
18267,tt1549920,Le Dernier Rempart,0,2013,107,"Action,Thriller,Western",6.3,137975
18268,tt1550312,Café de Flore,0,2011,120,"Drama,Romance",7.3,15831
18269,tt1551621,Raging Phoenix,0,2009,112,"Action,Romance",6.0,2295
18270,tt1551630,Pawn,0,2013,88,"Action,Crime,Mystery",5.7,7093
18271,tt1552224,Croisades,0,2014,99,"Action,Adventure,Thriller",4.6,13433
18272,tt1553659,Breath,0,2017,115,"Adventure,Drama,Romance",6.7,3283
18273,tt1554091,A Better Life,0,2011,98,"Drama,Romance",7.2,15865
18274,tt1554414,The Dish & the Spoon,0,2011,92,"Comedy,Drama,Romance",5.8,1253
18275,tt1554523,Sous l'aubépine,0,2010,114,"Drama,Romance",7.1,3174
18276,tt1555093,The Seasoning House,0,2012,90,"Drama,Horror,Thriller",6.1,10176
18277,tt1555149,Troupe d'Elite 2: L'Ennemi Intérieur,0,2010,115,"Action,Crime,Drama",8.0,82262
18279,tt15553956,L'Amour en laisse,0,2022,117,"Comedy,Romance",6.4,3409
18280,tt1556190,Nostalgie de la lumière,0,2010,90,Documentary,7.6,5516
18281,tt1556243,L'Hypnotiseur,0,2012,122,"Crime,Drama,Thriller",5.6,7967
18282,tt1558250,GasLand,0,2010,107,Documentary,7.6,10912
18283,tt1558972,Les rois de la pâtisserie,0,2009,87,"Documentary,Drama,Family",6.9,1334
18284,tt1559033,Prowl,0,2010,84,Horror,4.5,4896
18285,tt1559547,Sublimes créatures,0,2013,124,"Drama,Fantasy,Romance",6.1,87131
18286,tt1559549,"Restrepo, être soldats en Afghanistan",0,2010,93,"Biography,Documentary,History",7.5,23580
18287,tt1560139,Boy,0,2010,87,"Comedy,Drama",7.5,25625
18288,tt1560220,Retour à Zombieland,0,2019,99,"Action,Comedy,Horror",6.7,170427
18289,tt1560671,Hunter part 2,0,2011,129,"Mystery,Thriller",6.5,5330
18290,tt1560747,The Master,0,2012,138,Drama,7.1,169959
18291,tt1560970,Neds,0,2010,124,Drama,6.9,8394
18292,tt1560985,Devil Inside,0,2012,83,Horror,4.2,35854
18293,tt1560993,"L'amour, c'est mieux à deux",0,2010,100,"Comedy,Romance",5.7,1664
18294,tt1562567,Bloodwork,0,2012,96,"Horror,Sci-Fi,Thriller",5.2,2276
18295,tt1562871,Voltage,0,2011,156,"Action,Adventure,Sci-Fi",4.9,40669
18296,tt1562872,On ne vit qu'une seule fois,0,2011,155,"Comedy,Drama,Musical",8.2,75456
18297,tt1563704,Legendary,0,2010,107,"Drama,Sport",6.1,5136
18298,tt1563738,Un jour,0,2011,107,"Drama,Romance",7.0,149799
18299,tt1563742,Overboard,0,2018,112,"Comedy,Romance",6.0,37808
18300,tt1564349,L'incroyable histoire de Winter le dauphin,0,2011,113,"Drama,Family",6.8,24017
18301,tt1564367,Le mytho - Just Go with It,0,2011,117,"Comedy,Romance",6.4,238067
18302,tt1564585,Skyline,0,2010,92,"Action,Sci-Fi,Thriller",4.5,89441
18303,tt1564777,Fallen,0,2016,91,"Drama,Fantasy,Romance",5.4,14620
18304,tt1565068,Piazza Fontana,0,2012,129,"Crime,Drama,Mystery",7.2,2540
18305,tt15655276,Yara,0,2021,96,"Crime,Drama,Thriller",6.2,4464
18306,tt1566501,Cristeros,0,2012,145,"Drama,History,War",6.6,4908
18307,tt1567130,Morgen,0,2010,100,Drama,6.9,1103
18308,tt1567233,La santé dans l'assiette,0,2011,96,Documentary,7.7,12231
18309,tt1567437,The Voices,0,2014,103,"Comedy,Crime,Fantasy",6.3,57172
18310,tt1567609,Kill the Gringo,0,2012,96,"Action,Crime,Drama",6.9,107210
18311,tt1568323,Beatdown,0,2010,90,"Action,Crime,Thriller",4.5,1207
18312,tt1568335,Jean-Michel Basquiat: The Radiant Child,0,2010,88,Documentary,7.8,2305
18313,tt1568337,Run or Die,0,2011,89,"Comedy,Crime,Romance",6.1,5985
18314,tt1568338,Dos au mur,0,2012,102,"Action,Crime,Thriller",6.6,150587
18315,tt1568343,En toute humilité: The Humbling,0,2014,112,"Comedy,Drama,Romance",5.6,6778
18316,tt1568346,Millénium: Les hommes qui n'aimaient pas les femmes,0,2011,158,"Crime,Drama,Mystery",7.8,453335
18317,tt1568816,Phase 7,0,2010,97,"Sci-Fi,Thriller",5.9,3272
18318,tt1568911,Cheval de guerre,0,2011,146,"Action,Adventure,Drama",7.2,155095
18319,tt1568921,Arrietty: Le petit monde des chapardeurs,0,2010,94,"Adventure,Animation,Drama",7.6,89691
18320,tt1568923,Quand les nazis filmaient le ghetto,0,2010,88,"Documentary,Drama,History",7.4,1810
18321,tt1569364,Black Lightning - L'eclair noir,0,2009,102,"Action,Sci-Fi,Thriller",5.7,4977
18323,tt1570728,"Crazy, Stupid, Love",0,2011,118,"Comedy,Drama,Romance",7.4,506069
18324,tt1571222,A Dangerous Method,0,2011,99,"Biography,Drama,Romance",6.4,102393
18325,tt1571234,Mortal Engines,0,2018,128,"Action,Adventure,Fantasy",6.1,122334
18326,tt1571249,The Skeleton Twins,0,2014,93,"Comedy,Drama,Romance",6.8,42169
18327,tt1571402,Vallanzasca: L'ange du mal,0,2010,125,"Biography,Crime,Drama",6.8,3254
18328,tt1571565,Clash,0,2009,90,"Action,Crime,Thriller",5.9,1144
18329,tt1571724,Miel,0,2010,103,Drama,7.1,7072
18330,tt1572315,Texas Chainsaw,0,2013,92,"Horror,Thriller",4.8,50445
18332,tt1572491,Balada Triste,0,2010,107,"Adventure,Comedy,Drama",6.5,14133
18333,tt1572502,3 fois 20 ans,0,2011,95,Drama,5.7,1004
18334,tt1572781,La disparition de Haruhi Suzumiya,0,2010,162,"Animation,Drama,Family",8.1,7088
18335,tt1575539,Elena Undone,0,2010,111,"Drama,Romance",6.1,5901
18336,tt1575694,The Hit List,0,2011,90,"Action,Thriller",5.4,11763
18337,tt1576450,Pieds nus sur les limaces,0,2010,103,Drama,6.2,1360
18338,tt1578275,Le dilemme,0,2011,111,"Comedy,Drama",5.3,53828
18339,tt1578882,White Elephant,0,2011,91,"Action,Crime,Thriller",5.0,10764
18341,tt1580426,Repeaters,0,2010,89,"Action,Crime,Drama",5.7,6725
18342,tt1582207,L'empire des Rastelli,0,2011,110,Drama,6.7,1166
18343,tt1582244,Présumé coupable,0,2011,102,"Biography,Crime,Drama",7.3,1896
18344,tt1582248,Puncture,0,2011,100,"Biography,Drama",6.8,23899
18345,tt1582271,The Good Doctor,0,2011,91,"Drama,Thriller",5.5,6815
18346,tt1582507,La maison au bout de la rue,0,2012,101,"Drama,Horror,Thriller",5.5,76452
18347,tt1583420,Il n'est jamais trop tard,0,2011,98,"Comedy,Drama,Romance",6.1,66874
18348,tt1583421,G.I. Joe : Conspiration,0,2013,110,"Action,Adventure,Sci-Fi",5.8,180184
18349,tt1584941,Vic le viking 2: Le marteau de Thor,0,2011,96,"Action,Adventure,Comedy",5.5,1324
18350,tt15850662,The Whole Truth,0,2021,125,"Drama,Horror,Mystery",5.2,2940
18351,tt1586265,Ce qui vous attend si vous attendez un enfant,0,2012,110,"Comedy,Drama,Romance",5.7,72354
18352,tt1586752,Machine Gun,0,2011,129,"Action,Biography,Crime",6.8,65626
18353,tt1586753,TV Show,0,2010,107,"Horror,Mystery,Thriller",5.7,1263
18354,tt1587310,Maléfique,0,2014,97,"Adventure,Family,Fantasy",7.0,366882
18355,tt1587420,La Cassette,0,2021,93,"Comedy,Drama,Family",6.6,3049
18356,tt1587707,Faites le mur,0,2010,87,"Comedy,Crime,Documentary",8.0,65767
18357,tt1587729,Into the Fire,0,2010,120,"Action,Drama,War",7.3,5443
18358,tt1587828,Bruna Surfistinha,0,2011,131,"Biography,Drama",6.1,7263
18359,tt1587877,Tout ce qui brille,0,2010,100,Comedy,6.0,2422
18360,tt1588170,J'ai rencontré le diable,0,2010,144,"Action,Crime,Drama",7.8,125124
18361,tt1588173,Warm Bodies : Renaissance,0,2013,98,"Comedy,Horror,Romance",6.9,228751
18363,tt1588334,"Jeff, Who Lives at Home",0,2011,83,"Comedy,Drama",6.5,63594
18364,tt1588337,Des hommes et des dieux,0,2010,122,"Drama,History",7.2,15436
18365,tt1588342,Easy Money: La Cité des égarés,0,2012,99,"Action,Crime,Drama",6.3,7886
18367,tt1588358,Hermano,0,2010,97,"Drama,Family,Sport",7.3,2566
18368,tt1588398,Sleeping Beauty,0,2011,101,"Drama,Romance,Thriller",5.3,32363
18369,tt1588875,Comment j'ai passé l'été,0,2010,130,Drama,6.9,6719
18370,tt1588878,The Late Bloomer,0,2016,90,"Comedy,Drama,Romance",5.2,10014
18371,tt1588895,Oncle Boonmee (celui qui se souvient de ses vies antérieures),0,2010,114,"Drama,Fantasy",6.7,15453
18372,tt1590089,Kokuhaku,0,2010,106,"Drama,Thriller",7.7,38405
18373,tt1590193,The Passenger,0,2018,104,"Action,Mystery,Thriller",6.3,113183
18374,tt1590950,Age of Heroes,0,2011,90,"Action,Adventure,Drama",5.5,9790
18375,tt1591095,Insidious,0,2010,103,"Horror,Mystery,Thriller",6.8,299490
18376,tt1591479,Act of Valor: Les Soldats de l'Ombre,0,2012,110,"Action,Adventure,Thriller",6.5,68700
18377,tt1592281,Take This Waltz,0,2011,116,"Comedy,Drama",6.5,28313
18378,tt1592525,MS One: Maximum Security,0,2012,95,"Action,Sci-Fi,Thriller",6.1,97789
18381,tt1592527,Black Power Mixtape,0,2011,100,"Documentary,History",7.6,2367
18382,tt1592873,LOL USA,0,2012,97,"Comedy,Drama,Romance",4.4,55728
18383,tt1594503,L'Âge de raison,0,2010,97,"Comedy,Romance",5.7,1843
18384,tt1594534,Sans laisser de traces,0,2010,95,"Crime,Drama,Thriller",6.3,1529
18385,tt1594562,The Innkeepers,0,2011,101,"Drama,Horror,Mystery",5.5,34537
18386,tt1595656,À la merveille,0,2012,112,"Drama,Romance",5.8,28707
18387,tt1595833,Babycall,0,2011,96,"Horror,Thriller",5.7,5748
18388,tt1596343,Fast & Furious 5,0,2011,130,"Action,Adventure,Crime",7.3,373924
18389,tt1596345,Le prodige,0,2014,115,"Biography,Drama,History",7.0,44560
18390,tt1596350,Target,0,2012,103,"Action,Comedy,Romance",6.3,184269
18391,tt1596363,The Big Short: Le casse du siècle,0,2015,130,"Biography,Comedy,Drama",7.8,412600
18392,tt1596365,La dame en noir,0,2012,95,"Drama,Fantasy,Horror",6.4,181199
18393,tt1597522,Astérix & Obélix : Au service de Sa Majesté,0,2012,110,"Adventure,Comedy,Family",5.3,14737
18395,tt1598642,Les Survivants,0,2015,98,"Drama,Romance,Sci-Fi",6.0,30688
18396,tt1598778,Contagion,0,2011,106,"Drama,Thriller",6.8,299230
18397,tt1598822,Happy New Year,0,2011,118,"Comedy,Romance",5.6,85517
18398,tt1598828,Recherche bad boys désespérément,0,2012,91,"Action,Comedy,Crime",5.3,42194
18399,tt1598873,Menace d'État,0,2012,108,"Action,Crime,Drama",6.2,20395
18400,tt1599348,Sécurité rapprochée,0,2012,115,"Action,Thriller",6.7,219835
18401,tt1599975,La princesse de Montpensier,0,2010,139,"Action,Drama,History",6.5,3982
18402,tt1600195,Identité secrète,0,2011,106,"Action,Mystery,Thriller",5.1,79893
18403,tt1600196,Quand vient la nuit,0,2014,106,"Crime,Drama,Thriller",7.0,150339
18404,tt1600207,L'oeil du cyclone,0,2011,114,Drama,6.0,1628
18405,tt1600438,Au coeur de l'amour,0,2011,90,"Comedy,Drama,Romance",5.3,1540
18406,tt1600524,Les amours imaginaires,0,2010,101,"Drama,Romance",7.1,28908
18407,tt1600701,Captifs,0,2010,84,"Horror,Thriller",5.3,2185
18408,tt1601227,Une éducation norvégienne,0,2011,87,Drama,6.4,1740
18409,tt1601913,Le territoire des loups,0,2011,117,"Action,Adventure,Drama",6.8,250023
18410,tt1602098,Albert Nobbs,0,2011,113,"Drama,Romance",6.7,24434
18411,tt1602472,2 Days in New York,0,2012,96,"Comedy,Drama,Romance",6.0,14470
18412,tt1602613,Only God Forgives,0,2013,90,"Action,Crime,Drama",5.7,111556
18413,tt1602620,Love,0,2012,127,Drama,7.9,98641
18415,tt1603257,ATM,0,2012,90,"Horror,Thriller",4.7,23720
18416,tt1604171,Le grand soir,0,2011,104,"Comedy,Drama,Family",5.4,15236
18417,tt1605630,American Pie 4,0,2012,113,Comedy,6.7,211630
18418,tt1605717,Frank,0,2014,95,"Comedy,Drama,Music",6.9,78229
18419,tt1605735,"C'est pas moi, c'est mon tic",0,2011,86,"Comedy,Drama,Family",6.7,1002
18420,tt1605769,Le moine,0,2011,101,"Drama,Mystery,Thriller",5.8,3910
18421,tt1605777,La femme du Vème,0,2011,84,"Drama,Mystery,Thriller",5.3,6555
18422,tt1605783,Minuit à Paris,0,2011,94,"Comedy,Fantasy,Romance",7.7,414119
18423,tt1605798,Effie Gray,0,2014,104,"Biography,Drama,Romance",6.0,5455
18424,tt1606180,That's What I Am,0,2011,101,"Comedy,Drama,Romance",7.0,10606
18426,tt1606339,Sushi Girl,0,2012,98,"Crime,Mystery,Thriller",6.0,4914
18427,tt1606378,Die Hard : Belle journée pour mourir,0,2013,98,"Action,Thriller",5.2,205351
18428,tt1606382,"Yves Saint Laurent - Pierre Bergé, l'amour fou",0,2010,98,Documentary,6.7,1023
18430,tt1606384,Far Away: Les soldats de l'espoir,0,2011,137,"Action,Drama,War",7.7,11552
18431,tt1606389,Je te promets,0,2012,104,"Drama,Romance",6.8,191913
18432,tt1606390,Itinéraire manqué,0,2011,110,"Drama,Sport",5.4,2637
18433,tt1606392,Les Winners,0,2011,106,"Comedy,Drama,Sport",7.2,53755
18434,tt1608290,Zoolander No. 2,0,2016,101,"Action,Adventure,Comedy",4.7,68482
18436,tt1608334,Mon été orange,0,2011,110,Comedy,6.2,1023
18437,tt1608516,Cours sans te retourner,0,2013,112,"Action,Biography,Drama",7.1,2418
18438,tt16085592,Tall Girl 2,0,2022,97,"Comedy,Drama,Family",4.7,3541
18439,tt16088568,Anónima,0,2021,100,"Drama,Romance",5.7,1451
18440,tt1609479,Blonde sur ordonnance,0,2014,91,"Comedy,Drama",6.2,14982
18441,tt1610525,Outsider,0,2016,98,"Biography,Drama,Sport",6.5,6254
18442,tt1610996,Absentia,0,2011,87,"Drama,Horror,Mystery",5.8,18330
18443,tt1611224,Abraham Lincoln: Chasseur de vampires,0,2012,105,"Action,Fantasy,Horror",5.9,154651
18444,tt1612608,L'Italien,0,2010,102,"Comedy,Drama",5.8,1513
